Titel,Status,Kategorie,ID,Datum,Beschreibung,Adresse,Koordinaten,Logbucheinträge
ID 666,Kein Status,Wilde Müllkippe 🧹,666,"03.03.2025, 12:33",An der angegebenen Adresse steht eine nackte männliche Schaufensterpuppe. Die Schaufensterpuppe steht auf der anderen Straßenseite.,"Ziegelhofstraße 11, 26121 Oldenburg","53.1469, 8.2096","12.03.2025, 07:03: Mangel konnte nicht bestättigt werden."
ID 665,Kein Status,Straßen  🚧,665,"03.03.2025, 11:34","In der Asphaltdecke des Osterkampsweg (Höhe Nr. 5), in der S-Kurve (Eichenstraße), befindet sich am Rand der Straße seit ca. einem Jahr, ein großes Schlagloch: ca. 10 cm tief, 80cm lang und 30-40cm breit. Es wird um Überprüfung und Reparatur gebeten.","Osterkampsweg 5, 26131 Oldenburg","53.1365, 8.1811","04.03.2025, 12:15: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 04.03.2025, 12:15: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 663,Kein Status,Wilde Müllkippe 🧹,663,"03.03.2025, 10:01","Der Abfalleimer am Teich ist schon seit einem Jahr nicht mehr vorhanden. Er wurde in der Silvesternacht 23/24 weggesprengt. 
Jetzt legen Hundebesitzer trormtzdem ihre Hundekotbeutel dorthin, was zur Verschmutzung führt.","Frieslandstraße 2, 26125 Oldenburg","53.1912, 8.2305","07.03.2025, 06:52: Vielen Dank für die Meldung. Ihr Anliegen wurde zur Kenntnis genommen, es wird im Rahmen der laufenden Instandsetzungsarbeiten behoben werden. Ein konkreter Zeitraum kann leider noch nicht genannt werden.; 06.03.2025, 18:13: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.03.2025, 11:35: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.03.2025, 11:35: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 661,Kein Status,Wilde Müllkippe 🧹,661,"02.03.2025, 19:20",An dem markierten Punkt wurde eine ausrangierte Sitzgelegenheit / modernes SOFA abgelegt / abgestellt. (Maße ca. 150 x 100. Erstmals gesehen HEUTE / 02.03.2025 gegen Mittag.,"Am Bornhorster See, 26125 Oldenburg","53.1776, 8.2688","12.03.2025, 08:01: Mangel wurde beseitigt."
ID 660,Kein Status,Wilde Müllkippe 🧹,660,"02.03.2025, 18:02","Ein Bürostuhl steht seir 2 Wochen hier rum, auch ein Sack Müll liegt um  Am anderen Ende des Pfads Richtung Grundschule steht noch ein Stuhl.","Mittelweg 22, 26127 Oldenburg","53.1656, 8.1945","12.03.2025, 07:42: Mangel wurde beseitigt."
ID 659,Kein Status,Straßen  🚧,659,"02.03.2025, 16:59",Loch im Schotterbett in der Einfahrt zum Grundstück 7A-M,"Südweg 7A, 7B, 7C, 7D, 7E, 7F, 26135 Oldenburg","53.1196, 8.2524","28.04.2025, 13:59: Der Mangel wurde bearbeitet.; 03.03.2025, 09:49: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.03.2025, 09:49: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 658,Kein Status,Wilde Müllkippe 🧹,658,"02.03.2025, 10:02",In der Bushaltestelle „Waldfriedhof“ befinden sich Exkremente menschlicher Herkunft.,"Schafjückenweg, 26125 Oldenburg","53.1945, 8.2175","12.03.2025, 08:00: Mangel wurde beseitigt.; 03.03.2025, 07:13: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.03.2025, 07:13: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 656,Kein Status,Wilde Müllkippe 🧹,656,"01.03.2025, 14:03",Illegale Müllentsorgung,"Sackhofsweg 23, 26127 Oldenburg","53.1743, 8.2112","12.03.2025, 07:59: Mangel wurde beseitigt.; 03.03.2025, 07:13: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.03.2025, 07:13: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 654,Kein Status,Wilde Müllkippe 🧹,654,"28.02.2025, 19:16",In dem Gang zwischen der Bogen- und der Goethestrasse wurde erneut illegal Abfall entsorgt.,"Bohlendamm, 26125 Oldenburg","53.1453, 8.2466","12.03.2025, 07:56: Mangel wurde beseitigt."
ID 653,Kein Status,Verkehrszeichen ⚠️,653,"28.02.2025, 18:49",Fußball Kleber bei der blauen Behilfsbrücke,"Westfalendamm, 26135 Oldenburg","53.1332, 8.2194","03.03.2025, 09:55: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.03.2025, 09:55: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 652,Kein Status,Verkehrszeichen ⚠️,652,"28.02.2025, 18:47",VfB und andere Aufkleber,"Moslestraße, 26122 Oldenburg","53.1434, 8.2147","03.03.2025, 11:01: Vielen Dank für die Meldung. Ihr Anliegen wurde zur Kenntnis genommen, es wird im Rahmen der laufenden Instandsetzungsarbeiten behoben werden. Ein konkreter Zeitraum kann leider noch nicht genannt werden.; 03.03.2025, 09:55: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.03.2025, 09:55: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 651,Kein Status,Verkehrszeichen ⚠️,651,"28.02.2025, 18:46",Graffiti vom VfB,"Rauhehorst, 26127 Oldenburg","53.1577, 8.1969","04.03.2025, 14:39: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 04.03.2025, 14:39: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 650,Kein Status,Verkehrszeichen ⚠️,650,"28.02.2025, 18:45",Ampelmast vollgeklebt mit Fußball / VfB Sticker,"Rauhehorst, 26127 Oldenburg","53.1625, 8.1914","03.03.2025, 09:56: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.03.2025, 09:56: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 649,Kein Status,Verkehrszeichen ⚠️,649,"28.02.2025, 18:42",Beklebter Stromkasten,"Rauhehorst 99, 26127 Oldenburg","53.1625, 8.1913","07.03.2025, 11:05: Geschlossen; 04.03.2025, 14:43: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 04.03.2025, 14:41: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 647,Kein Status,Wilde Müllkippe 🧹,647,"28.02.2025, 17:57","Am Schramperweg im Bereich der Einfahrt zur Grundschule und auch der gegenüberliegenden Straßenseite liegen Grünabfälle und Restmüll ( 1Koffer, Plastik-Blumentöpfe). Die Grünabfälle stammen offensichtlich von der Sammlung der Weihnachtsbäume zum Jahreswechsel.","Schramperweg 57, 26129 Oldenburg","53.1371, 8.1547","03.03.2025, 07:14: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.03.2025, 07:14: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 646,Kein Status,Wilde Müllkippe 🧹,646,"28.02.2025, 13:14",In dem Fußgänger Verbindungsweg zwischen Goethestraße und Bogenstraße liegt viel Müll.,"Goethestraße 35, 26123 Oldenburg","53.1549, 8.2218","12.03.2025, 07:15: Müll wurde beseitigt.; 03.03.2025, 07:15: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.03.2025, 07:15: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 645,Kein Status,Wilde Müllkippe 🧹,645,"28.02.2025, 12:33",An der Einmündung Wehdestraße / Donarstraße befrindet sich einiges an Abfall sowie ein herrenloser Einkaufswagen. Herzlichen Dank für Ihre Bemühungen.,"Donarstraße 62, 26123 Oldenburg","53.1491, 8.2405","12.03.2025, 07:13: Mangel wurde beseitigt.; 03.03.2025, 07:15: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 03.03.2025, 07:15: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 644,Kein Status,Straßen  🚧,644,"28.02.2025, 09:51",Es stehen mehrere Anhänger/Bootstrailer und abgemeldete Fahrzeuge unter der Autobahnbrücke.,"In der Allmende, 26127 Oldenburg","53.1667, 8.2209","28.02.2025, 10:46: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 28.02.2025, 10:45: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 642,Kein Status,Wilde Müllkippe 🧹,642,"27.02.2025, 21:45","In der Georgstraße, vom Krankenhaus kommend, auf der rechten Seite, da wo die Buschreihe steht mit ein paar Bäumen, welche mit Rundgitter geschützt sind, also entlang der Büsche rechts der Bäume liegt einiges an Müll. Das sieht nicht schön aus. Foto nicht vorhanden.","Georgstraße 30, 26121 Oldenburg","53.1454, 8.2118","28.02.2025, 07:44: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 28.02.2025, 07:44: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 640,Kein Status,Wilde Müllkippe 🧹,640,"27.02.2025, 21:29","Am Pferdemarkt: Alle Gebüsche rund um den Parkplatz am Pferdemarkt sind vollkommen vermüllt, sowohl an den Rändern als auch in den Gebüschen, auch bei den und hinter den großen Müllcontainern. Jetzt, wo das Laub noch nicht wieder voll alles zugewachsen hat, ist die beste Möglichkeit vor dem Frühling, allen Müll zu entfernen. Es sieht echt schlimm überall aus. Für die Tiere, die sich dort vielleict aufhalten werden wollen, ist das auch nicht gut. Ich habe keine Fotos gemacht, weil es seit langem ein Dazerzustand ist und man müsste viele Fotos machen. Unsere Stadt müllt immer mehr zu an vielen stellen, wo Rasen und Gebüsche sind.","Pferdemarkt, 26121 Oldenburg","53.1465, 8.2123","28.02.2025, 07:43: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 28.02.2025, 07:43: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 639,Kein Status,Verkehrszeichen ⚠️,639,"27.02.2025, 19:09",Hier steht ein Verkehrsschild gefährlich schräg und ist total verschmutzt,"Cloppenburger Straße 34, 26135 Oldenburg","53.1293, 8.2211","08.04.2025, 14:53: Vielen Dank für die Meldung. Der beschriebene Schaden wurde vom zuständigen Amt behoben.; 28.02.2025, 10:47: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 28.02.2025, 10:47: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 638,Kein Status,Wilde Müllkippe 🧹,638,"27.02.2025, 16:26",Ecke Bahnhofsplatz,"Klävemannstraße, 26122 Oldenburg","53.1422, 8.2229","12.03.2025, 08:02: Mangel wurde beseitigt."
ID 637,Kein Status,Wilde Müllkippe 🧹,637,"27.02.2025, 13:25",Seit einigen Wochen liegt hier Sperrmüll. Die Anwohner legen beständig neue Reste hinzu.,"Ernst-Lemmer-Straße 2, 26131 Oldenburg","53.134, 8.1619","12.03.2025, 07:39: Dort lag kein Sperrmüll."
ID 636,Kein Status,Wilde Müllkippe 🧹,636,"27.02.2025, 12:51",Bei den Altglascontainern Weser-Ems-Halle / bfe liegt viel Müll,"Donnerschweer Straße 184, 26123 Oldenburg","53.1491, 8.2327","03.03.2025, 07:05: Der Müll wurde durch die Stellplatzreinigung beseitig.; 27.02.2025, 14:22: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 27.02.2025, 14:21: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 635,Kein Status,Straßen  🚧,635,"27.02.2025, 12:06","An der Einmündung Sandkruger Straße / Meerweg befindet sich zwischen Gullideckel und der Fahrbahn eine Verfiefung, Weitere Mängel am Meerweg in Höhe Zufahrt NETTO, Einmündung Meerweg / Alter Postweg und Meerweg, Höhe Einmündung Fraunhoferweg.","Sandkruger Straße, 26133 Oldenburg","53.1018, 8.2066","27.02.2025, 15:00: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 27.02.2025, 14:59: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 634,Kein Status,Wilde Müllkippe 🧹,634,"27.02.2025, 11:32",Uns wurden 4 Alte Reifen gemeldet die in der 91er Straße unter der Brücke beim Fahrradständer liegen.,"91er Straße 5, 26121 Oldenburg","53.1458, 8.2116","03.03.2025, 07:07: Die reifen wurde am 28.02.2025 beseitigt.; 27.02.2025, 14:22: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 27.02.2025, 14:22: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 633,Kein Status,Straßen  🚧,633,"27.02.2025, 10:12","Auf dem öffentlichen Parkplatz steht seit dem 23.02.25 ein abgemeldetes, rotes Feuerwehrauto ohne Kennzeichen.","Wittingsbrok 17, 26127 Oldenburg","53.1585, 8.1916","27.02.2025, 10:58: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 27.02.2025, 10:58: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 632,Kein Status,Wilde Müllkippe 🧹,632,"26.02.2025, 17:14","Auf Grünstreifen und Weg am Verteilerkasten liegen seit Tagen Scherben. Bitte schnellstmöglich entfernen, vielen Dank!","Bürgerbuschweg 33, 26127 Oldenburg","53.1732, 8.1973","03.03.2025, 07:16: Es handel sich um ein Fußweg, daher ist der Anlieger für die Reinigung zuständig.
Wir werden die Scherben einmal beseitigen.; 27.02.2025, 14:22: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 27.02.2025, 14:22: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 630,Kein Status,Wilde Müllkippe 🧹,630,"26.02.2025, 14:06",An der Willi-Trinne-Str. 7 unter einer Laterne befinden mehrere Verkleidungen aus Metall.,"Willi-Trinne-Straße 18, 26127 Oldenburg","53.1649, 8.1822","12.03.2025, 07:57: Mangel wurde beseitigt."
ID 628,Kein Status,Wilde Müllkippe 🧹,628,"26.02.2025, 08:55",Neben dem Dunya-Grill hat sich wieder einiges an Abfall (Werbeplakate etc.) angesammelt. Herzlichen Dank für Ihre Bemühungen.,"Donnerschweer Straße 149, 26123 Oldenburg","53.1497, 8.2292","26.02.2025, 10:36: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 26.02.2025, 10:36: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 627,Kein Status,Straßen  🚧,627,"26.02.2025, 08:42",Großes Schlagloch am Ahlkenweg Höhe Hausnummer 74,"Ahlkenweg, 26131 Oldenburg","53.1219, 8.1868","26.02.2025, 12:02: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 26.02.2025, 12:02: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 626,Kein Status,Wilde Müllkippe 🧹,626,"26.02.2025, 08:01",Auf dem Parkplatz des Ruderclubs liegt jede Menge Abfall leider kein Mülleimer in Sicht,"Achterdiek 3, 26131 Oldenburg","53.1198, 8.2051","26.02.2025, 08:41: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 26.02.2025, 08:41: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 625,Kein Status,Straßen  🚧,625,"26.02.2025, 06:23","In der Kurve im Osterkampsweg 1, 26131 Oldenburg sind tiefe Schlaglöcher, die Schlaglöcher sind am Rand der Straße. Sie sind auf der rechten Seite richtig Eichenstraße","Osterkampsweg 38, 26131 Oldenburg","53.1362, 8.1788","26.02.2025, 10:41: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 26.02.2025, 10:41: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 622,Kein Status,Straßen  🚧,622,"25.02.2025, 16:14",An dieser Stelle befindet sich seit Monaten ein abgemeldetes Fahrzeug. Es ist Renault Kangoo.,"Bloherfelder Straße 193, 26129 Oldenburg","53.1412, 8.1604","26.02.2025, 11:53: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 26.02.2025, 11:53: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 619,Kein Status,Wilde Müllkippe 🧹,619,"25.02.2025, 12:02",Beim Nordring (ca. Höhe Hausnummer 1) liegen hinter einem Stromkasten eine größere Menge an Zeitschriften.,"Nordring 8, 26125 Lower Saxony","53.1998, 8.2078","27.02.2025, 05:45: Müll wurde beseitigt.26.02.2025"
ID 618,Kein Status,Spielplätze 🧸,618,"25.02.2025, 10:16","Das Betreten von Spielplätzen mit Hunden ist laut Verordnung der Stadt (Verordnung der Stadt Oldenburg über das Mitführen von Hunden in der Öffentlichkeit, §1 Absatz 3) und Seite 42 der Spielplatzbroschüre nicht gestattet. Im speziellen Fall des Spielplatzes Bürgerstr/Goethestr. weist ein Schild mittig auf dem Spielplatz darauf hin. An den beiden Eingängen zum Spielplatz fehlt eine eindeutige Kennzeichnung. Täglich gehen eine große Anzahl Hundehalter mit ihren Tieren über den Spielplatz, es ist die tägliche Routine-Gassi-Runde. Ein Hundehalter sollte, nach meinem Verständnis, die Regeln für das Mitführen von Hunden kennen und respektieren. Von mir auf das Verbot angesprochen, reagieren die Hundehalter mit deutlichem Unverständnis/Unmut. Es juckt niemanden. Mich ärgert die Ignoranz und die Respektlosigkeit dem Schutz der Kinder und der Anlagen gegenüber. Vielleicht möchte das Ordnungsamt hier mal an einem wärmeren Tag 2 Kollegen abstellen, um die Damen und Herren auf das Verbot aufmerksam zu machen und ggf. ein paar Tage später mit einem Quittungsblock bewaffnet wiederkommen, um die Stadtkasse aufzubessern?","Bürgerstraße 89, 26123 Oldenburg","53.1562, 8.2245","17.04.2025, 12:17: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 17.04.2025, 12:16: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 617,Kein Status,Straßen  🚧,617,"25.02.2025, 09:30","Hier steht ein Fahrzeug ohne Kennzeichen auf einem eingezeichneten Parkplatz, es handelt sich um einen silbernen Renault Kangoo. Der PKW steht seit ca 3 Wochen ohne Kennzeichen auf dem Parkplatz und insgesamt seit Sommer letzten Jahres.","Mies-van-der-Rohe-Straße 5, 26127 Oldenburg","53.1799, 8.194","25.02.2025, 11:26: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 25.02.2025, 11:26: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 615,Kein Status,Verkehrszeichen ⚠️,615,"24.02.2025, 09:34","Auf dem Stoppschild am Westfalendamm, Einfahrt in den Damm, befindet sich der Schriftzug einer politischen Partei. Ich bitte darum, diesen Schriftzug schnellstmöglich zu entfernen.","Damm, 26135 Oldenburg","53.1334, 8.2197","04.03.2025, 14:42: Vielen Dank für die Meldung. Der beschriebene Schaden wurde vom zuständigen Amt behoben.; 25.02.2025, 12:15: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 25.02.2025, 12:15: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 614,Kein Status,Spielplätze 🧸,614,"23.02.2025, 22:52","Guten Tag,
Ende 2023 hatte ich bereits einen Mangel bzgl. Pflegezustand zu dem Spielplatz in der Kurt-Huber-Str. gemeldet. Bis jetzt ist leider nichts passiert außer, dass der Spielplatz noch verwahrloster aussieht was den Pflegezustand der Spielgeräte betrifft
 Das fällt mittlerweile selbst den Kleinsten auf. Der Spielplatz wird gern genutzt von vielen Kindern unterschiedlichen Alters die in der Nähe wohnen. Vielleicht auch eine Überlegung wert ihn aufzupeppen mit weiterem Spielmöglichkeiten. 
Aber was viel wichtiger ist: nochmal meinen Appell dahingehend, den Spielplatz bitte in einen ansehnlichen Zustand zu bringen der attraktiv ist für Kinder, dort zu spielen.","Kurt-Huber-Straße 41, 26129 Oldenburg","53.1517, 8.1725","26.02.2025, 15:44: Vielen Dank für die Meldung. Ihr Anliegen wurde zur Kenntnis genommen, es wird im Rahmen der laufenden Instandsetzungsarbeiten behoben werden. Ein konkreter Zeitraum kann leider noch nicht genannt werden.; 25.02.2025, 12:24: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 25.02.2025, 12:23: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
ID 613,Kein Status,Wilde Müllkippe 🧹,613,"23.02.2025, 16:40",An der Ecke Haakestraße/August-Schwettmann-Str liegt seit 2 Wochen ein Teppich und anderer Müll,"August-Schwettmann-Straße 5, 26125 Oldenburg","53.1916, 8.2051","12.03.2025, 07:50: Mangel wurde beseitigt.; 24.02.2025, 07:36: Vielen Dank für den Hinweis, wir haben Ihr Anliegen weitergeleitet.; 24.02.2025, 07:36: Der Mangel wurde von der Servicestelle aufgenommen und wird in Kürze bearbeitet."
